时间段名称,时间段描述,市场类型,开始日期,结束日期,持续月数,权重配置,国债权重,红利权重,黄金权重,纳斯达克权重,总收益率(%),年化收益率(%),最大回撤(%),回补时间(天),夏普比率,最终价值(元),总投入(元),再平衡次数,波动率(%)
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,等权重配置,0.25,0.25,0.25,0.25,72.05,31.29,-25.35,,1.411,172045.59,100000,2,20.76
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,偏债券配置,0.4,0.3,0.15,0.15,84.31,35.9,-28.35,,1.459,184306.89,100000,2,23.24
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,偏红利配置,0.2,0.4,0.2,0.2,108.16,44.46,-35.3,,1.413,208156.68,100000,2,30.05
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,偏纳斯达克配置,0.15,0.25,0.1,0.5,83.47,35.59,-26.29,,1.514,183470.1,100000,2,22.18
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,偏黄金配置,0.1,0.2,0.6,0.1,46.59,21.15,-21.39,,1.036,146591.51,100000,2,18.49
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,高债券配置,0.5,0.2,0.2,0.1,58.01,25.8,-20.39,,1.45,158009.08,100000,2,16.42
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,高股票配置,0.05,0.35,0.1,0.5,108.13,44.45,-33.29,,1.492,208128.81,100000,2,28.45
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,低黄金配置,0.3,0.35,0.05,0.3,104.01,43.01,-32.26,,1.519,204008.17,100000,2,26.99
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,均衡偏商品配置,0.2,0.3,0.3,0.2,80.87,34.63,-28.93,,1.36,180871.63,100000,2,23.98
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,保守股票配置,0.35,0.35,0.15,0.15,96.3,40.27,-31.79,,1.444,196303.34,100000,2,26.5
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,激进配置,0.1,0.45,0.05,0.4,132.11,52.57,-38.74,,1.497,232109.45,100000,2,33.79
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,超保守配置,0.6,0.15,0.15,0.1,47.93,21.71,-15.83,,1.547,147934.16,100000,2,12.74
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,纯红利配置(无国债),0.0,1.0,0.0,0.0,267.01,92.0,-59.52,,1.422,367010.39,100000,2,63.27
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,纯黄金配置(无国债),0.0,0.0,1.0,0.0,-6.67,-3.4,-20.39,,-0.411,93334.88,100000,2,13.15
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,纯纳斯达克配置(无国债),0.0,0.0,0.0,1.0,38.49,17.75,-12.7,71.0,0.901,138488.12,100000,2,17.48
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,红利+黄金均衡(无国债),0.0,0.5,0.5,0.0,115.4,46.96,-40.85,,1.226,215399.85,100000,2,36.69
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,红利+纳斯达克(无国债),0.0,0.5,0.0,0.5,150.09,58.39,-41.72,,1.512,250088.47,100000,2,37.3
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,黄金+纳斯达克(无国债),0.0,0.0,0.5,0.5,14.81,7.17,-7.93,41.0,0.482,114806.49,100000,2,10.74
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,低红利均衡(无国债),0.0,0.4,0.3,0.3,107.58,44.26,-35.97,,1.367,207581.98,100000,2,30.9
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,低黄金均衡(无国债),0.0,0.3,0.4,0.3,80.4,34.45,-29.64,,1.301,180403.06,100000,2,24.95
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,低纳斯达克均衡(无国债),0.0,0.3,0.3,0.4,86.37,36.66,-29.9,,1.376,186373.6,100000,2,25.2
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,三资产均衡(无国债),0.0,0.33,0.33,0.34,90.87,38.31,-31.75,,1.353,190873.67,100000,2,26.83
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,红利主导(无国债),0.0,0.6,0.2,0.2,158.02,60.89,-45.91,,1.396,258019.16,100000,2,42.17
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,高红利配置(无国债),0.0,0.7,0.15,0.15,184.25,68.9,-49.95,,1.406,284251.63,100000,2,47.59
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,超高红利(无国债),0.0,0.8,0.1,0.1,211.16,76.74,-53.51,,1.413,311160.19,100000,2,52.9
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,黄金主导(无国债),0.0,0.2,0.6,0.2,49.05,22.17,-21.91,,1.065,149053.91,100000,2,18.94
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,高黄金配置(无国债),0.0,0.15,0.7,0.15,34.25,15.93,-17.91,,0.857,134252.26,100000,2,16.24
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,超高黄金(无国债),0.0,0.1,0.8,0.1,20.03,9.59,-14.31,,0.54,120032.11,100000,2,14.06
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,纳斯达克主导(无国债),0.0,0.2,0.2,0.6,70.99,30.89,-23.08,,1.421,170994.69,100000,2,20.33
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,高纳斯达克配置(无国债),0.0,0.15,0.15,0.7,63.09,27.81,-19.24,,1.398,163086.71,100000,2,18.46
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,超高纳斯达克(无国债),0.0,0.1,0.1,0.8,55.03,24.61,-15.06,,1.312,155032.98,100000,2,17.22
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,激进成长(无国债),0.0,0.25,0.25,0.5,78.76,33.83,-26.62,,1.407,178756.97,100000,2,22.62
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,超级成长(无国债),0.0,0.2,0.2,0.6,70.99,30.89,-23.08,,1.421,170994.69,100000,2,20.33
大牛市,2014-2015年大牛市,牛市,2014-01-01,2015-12-31,24,极端成长(无国债),0.0,0.15,0.15,0.7,63.09,27.81,-19.24,,1.398,163086.71,100000,2,18.46
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,等权重配置,0.25,0.25,0.25,0.25,20.84,10.01,-8.76,96.0,1.063,120842.4,100000,2,7.53
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,偏债券配置,0.4,0.3,0.15,0.15,15.94,7.74,-9.7,158.0,0.76,115941.24,100000,2,7.55
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,偏红利配置,0.2,0.4,0.2,0.2,21.55,10.33,-13.11,161.0,0.833,121552.41,100000,2,10.01
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,偏纳斯达克配置,0.15,0.25,0.1,0.5,26.97,12.78,-11.82,166.0,1.064,126972.46,100000,2,10.13
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,偏黄金配置,0.1,0.2,0.6,0.1,21.87,10.48,-6.49,63.0,0.992,121868.92,100000,2,8.55
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,高债券配置,0.5,0.2,0.2,0.1,12.65,6.19,-6.02,64.0,0.761,112653.25,100000,2,5.5
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,高股票配置,0.05,0.35,0.1,0.5,29.53,13.92,-14.93,172.0,0.995,129533.39,100000,2,11.98
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,低黄金配置,0.3,0.35,0.05,0.3,20.5,9.85,-13.13,182.0,0.787,120501.88,100000,2,9.97
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,均衡偏商品配置,0.2,0.3,0.3,0.2,21.41,10.27,-9.67,96.0,1.006,121408.84,100000,2,8.22
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,保守股票配置,0.35,0.35,0.15,0.15,17.19,8.32,-11.25,165.0,0.736,117194.27,100000,2,8.59
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,激进配置,0.1,0.45,0.05,0.4,26.81,12.71,-17.3,193.0,0.814,126809.02,100000,2,13.16
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,超保守配置,0.6,0.15,0.15,0.1,10.22,5.03,-4.66,50.0,0.673,110223.38,100000,2,4.5
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,纯红利配置(无国债),0.0,1.0,0.0,0.0,22.3,10.67,-31.52,270.0,0.347,122299.48,100000,2,24.96
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,纯黄金配置(无国债),0.0,0.0,1.0,0.0,21.04,10.1,-12.56,,0.665,121042.27,100000,2,12.19
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,纯纳斯达克配置(无国债),0.0,0.0,0.0,1.0,37.94,17.59,-10.34,172.0,1.099,137942.55,100000,2,14.19
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,红利+黄金均衡(无国债),0.0,0.5,0.5,0.0,23.65,11.29,-13.32,76.0,0.774,123649.31,100000,2,11.99
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,红利+纳斯达克(无国债),0.0,0.5,0.0,0.5,30.65,14.42,-20.2,197.0,0.796,130648.14,100000,2,15.6
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,黄金+纳斯达克(无国债),0.0,0.0,0.5,0.5,29.76,14.02,-5.45,128.0,1.416,129756.6,100000,2,8.49
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,低红利均衡(无国债),0.0,0.4,0.3,0.3,27.92,13.21,-13.71,158.0,1.031,127917.21,100000,2,10.87
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,低黄金均衡(无国债),0.0,0.3,0.4,0.3,27.76,13.14,-10.27,74.0,1.194,127759.53,100000,2,9.33
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,低纳斯达克均衡(无国债),0.0,0.3,0.3,0.4,29.28,13.81,-11.53,151.0,1.196,129276.17,100000,2,9.88
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,三资产均衡(无国债),0.0,0.33,0.33,0.34,28.42,13.43,-11.8,151.0,1.151,128424.46,100000,2,9.93
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,红利主导(无国债),0.0,0.6,0.2,0.2,26.42,12.54,-19.46,180.0,0.724,126424.33,100000,2,14.56
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,高红利配置(无国债),0.0,0.7,0.15,0.15,25.54,12.14,-22.4,195.0,0.603,125535.31,100000,2,16.81
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,超高红利(无国债),0.0,0.8,0.1,0.1,24.55,11.7,-25.39,200.0,0.502,124551.53,100000,2,19.29
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,黄金主导(无国债),0.0,0.2,0.6,0.2,25.84,12.27,-5.67,18.0,1.169,125836.9,100000,2,8.79
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,高黄金配置(无国债),0.0,0.15,0.7,0.15,24.76,11.79,-6.99,63.0,1.063,124757.93,100000,2,9.21
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,超高黄金(无国债),0.0,0.1,0.8,0.1,23.6,11.26,-8.29,106.0,0.928,123598.05,100000,2,9.98
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,纳斯达克主导(无国债),0.0,0.2,0.2,0.6,32.13,15.07,-10.81,155.0,1.251,132134.8,100000,2,10.45
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,高纳斯达克配置(无国债),0.0,0.15,0.15,0.7,33.58,15.7,-10.53,158.0,1.232,133575.43,100000,2,11.12
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,超高纳斯达克(无国债),0.0,0.1,0.1,0.8,35.02,16.33,-10.36,163.0,1.195,135023.59,100000,2,11.99
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,激进成长(无国债),0.0,0.25,0.25,0.5,30.7,14.44,-11.09,155.0,1.241,130701.72,100000,2,10.02
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,超级成长(无国债),0.0,0.2,0.2,0.6,32.13,15.07,-10.81,155.0,1.251,132134.8,100000,2,10.45
蓝筹牛市,2016-2017年蓝筹牛市,牛市,2016-01-01,2017-12-31,24,极端成长(无国债),0.0,0.15,0.15,0.7,33.58,15.7,-10.53,158.0,1.232,133575.43,100000,2,11.12
核心资产牛市,2019-2020年核心资产牛市,牛市,2019-01-01,2020-12-31,24,等权重配置,0.25,0.25,0.25,0.25,37.32,17.22,-12.04,101.0,1.312,137318.42,100000,2,11.6
核心资产牛市,2019-2020年核心资产牛市,牛市,2019-01-01,2020-12-31,24,偏债券配置,0.4,0.3,0.15,0.15,26.54,12.52,-8.87,101.0,1.073,126536.48,100000,2,9.8
核心资产牛市,2019-2020年核心资产牛市,牛市,2019-01-01,2020-12-31,24,偏红利配置,0.2,0.4,0.2,0.2,34.49,16.0,-12.05,102.0,1.066,134487.36,100000,2,13.14
核心资产牛市,2019-2020年核心资产牛市,牛市,2019-01-01,2020-12-31,24,偏纳斯达克配置,0.15,0.25,0.1,0.5,54.16,24.22,-18.82,120.0,1.262,154159.73,100000,2,17.6
核心资产牛市,2019-2020年核心资产牛市,牛市,2019-01-01,2020-12-31,24,偏黄金配置,0.1,0.2,0.6,0.1,35.43,16.41,-11.03,52.0,1.238,135432.66,100000,2,11.64
核心资产牛市,2019-2020年核心资产牛市,牛市,2019-01-01,2020-12-31,24,高债券配置,0.5,0.2,0.2,0.1,22.04,10.5,-6.57,37.0,1.193,122042.23,100000,2,7.12
核心资产牛市,2019-2020年核心资产牛市,牛市,2019-01-01,2020-12-31,24,高股票配置,0.05,0.35,0.1,0.5,56.44,25.13,-20.03,112.0,1.204,156435.85,100000,2,19.22
核心资产牛市,2019-2020年核心资产牛市,牛市,2019-01-01,2020-12-31,24,低黄金配置,0.3,0.35,0.05,0.3,36.85,17.02,-13.89,105.0,1.059,136849.37,100000,2,14.18
